,OffSex,OffRace,INCIDENT_DATE_LESS_,OFF_INJURE_DESC,OFF_HOSPIT,CitRace,CitSex,SUBJ_INJURE_DESC,CIT_ARREST,CIT_INFL_A,CITChargeT,SERVICE_TY,UOF_REASON,ForceType1
1504,Male,White,8,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Mentally unstable,APOWW,Arrest,Arrest,Weapon display at Person
1505,Male,White,6,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,Yes,Unknown Drugs,"Evading Arrest, Drug Possession - Misdemeanor, Drug Possession - Felony, Other Felony Arrest",Arrest,Other,BD - Pushed
1506,Male,Hispanic,4,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Unknown Drugs,No Arrest,Service Call,Danger to self or others,Verbal Command
1507,Male,Black,25,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,Yes,No reason,APOWW,Arrest,Arrest,Take Down - Group
1508,Male,White,8,No injuries noted or visible,No,White,Female,Abrasion/Scrape,Yes,Alchohol,Warrant/Hold,Arrest,Arrest,Take Down - Arm
1509,Male,White,2,Laceration/Cut,No,White,Male,No injuries noted or visible,Yes,Alchohol and unknown drugs,Public Intoxication,Service Call,Arrest,Take Down - Arm
1510,Male,White,34,No injuries noted or visible,No,Black,Male,Non-Visible Injury/Pain,Yes,Mentally unstable,APOWW,Service Call,Arrest,Held Suspect Down
1511,Male,White,6,No injuries noted or visible,No,White,Male,"Non-Visible Injury/Pain, Injured prior to contact",No,No reason,No Arrest,Service Call,Danger to self or others,BD - Grabbed
1512,Male,White,4,No injuries noted or visible,No,Black,Female,No injuries noted or visible,Yes,Mentally unstable,Disorderly Conduct,Service Call,Active Aggression,Verbal Command
1513,Female,White,8,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Unknown Drugs,"Assault/FV, Warrant/Hold",Arrest,Danger to self or others,Taser Display at Person
1514,Male,White,14,No injuries noted or visible,No,Other,Male,No injuries noted or visible,Yes,No reason,"Assault, Public Intoxication",Arrest,Assault to Other Person,Verbal Command
1515,Male,Hispanic,1,Fluid Exposure,No,Black,Male,No injuries noted or visible,Yes,None detected,"Assault/FV, Resisting Search and Transport, Other Felony Arrest",Arrest,Active Aggression,Held Suspect Down
1516,Male,White,3,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,Yes,None detected,"Warrant/Hold, Resisting Search and Transport",Arrest,Arrest,Verbal Command
1517,Male,Black,7,No injuries noted or visible,No,Black,Male,"Injured prior to contact, Puncture",No,Unknown Drugs,No Arrest,Service Call,Danger to self or others,Held Suspect Down
1518,Male,White,8,No injuries noted or visible,No,White,Female,No injuries noted or visible,No,None detected,Theft,Off-Duty Incident,Arrest,Hand Controlled Escort
1519,Male,Black,3,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Mentally unstable,APOWW,Call for Cover,Danger to self or others,Take Down - Body
1520,Male,White,4,No injuries noted or visible,No,Black,Female,No injuries noted or visible,No,FD-Suspect Unarmed,Disorderly Conduct,Call for Cover,Arrest,Verbal Command
1521,Male,Black,13,No injuries noted or visible,No,White,Male,Puncture,Yes,FD-Suspect w/ Other Weapon,APOWW,Service Call,Arrest,Taser
1522,Male,White,3,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,None detected,"Assault, Drug Possession - Misdemeanor",Arrest,Arrest,Weapon display at Person
1523,Male,White,1,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,Yes,FD-Unknown if Armed,"Assault/FV, Other Felony Arrest, Warrant/Hold",Crime in Progress,Barricaded Person,Taser Display at Person
1524,Male,Black,2,No injuries noted or visible,No,Black,Male,"Abrasion/Scrape, Laceration/Cut",Yes,Alchohol,Disorderly Conduct,Crowd Control,Assault to Other Person,Take Down - Arm
1525,Male,Hispanic,7,Sprain/Strain,No,Hispanic,Female,No injuries noted or visible,No,Unknown Drugs,APOWW,Service Call,Danger to self or others,Verbal Command
1526,Male,Hispanic,1,No injuries noted or visible,No,Black,Female,No injuries noted or visible,No,Mentally unstable,No Arrest,Other ( In Narrative),Danger to self or others,Hand Controlled Escort
1527,Male,White,8,No injuries noted or visible,No,Black,Male,Taser Burn Marks,Yes,Alchohol and unknown drugs,"Assault/FV, Assault, Resisting Search and Transport, Other Misdemeanor Arrest",Service Call,Assault to Other Person,Hand/Arm/Elbow Strike
1528,Male,White,24,No injuries noted or visible,No,Black,Female,Puncture,Yes,Alchohol,Public Intoxication,Service Call,Danger to self or others,Verbal Command
1529,Female,White,2,No injuries noted or visible,No,White,Male,Injured prior to contact,Yes,Unknown Drugs,"Criminal Mischief, Public Intoxication, Resisting Search and Transport",Arrest,Arrest,Taser Display at Person
1530,Female,White,8,No injuries noted or visible,No,Black,Female,No injuries noted or visible,Yes,None detected,Disorderly Conduct,Service Call,Detention/Frisk,Verbal Command
1531,Male,White,21,No injuries noted or visible,No,Black,Female,No injuries noted or visible,Yes,None detected,"Assault, Traffic Violation",Arrest,Arrest,Joint Locks
1532,Male,White,7,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Unknown Drugs,"Assault/FV, Resisting Arrest",Arrest,Arrest,Held Suspect Down
1533,Male,White,4,No injuries noted or visible,No,White,Male,No injuries noted or visible,Yes,Alchohol,Other Felony Arrest,Arrest,Arrest,Held Suspect Down
1534,Female,White,6,No injuries noted or visible,No,Black,Female,No injuries noted or visible,Yes,No reason,"Traffic Violation, Resisting Arrest",Arrest,Arrest,Verbal Command
1535,Male,White,1,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Mentally unstable,APOWW,Call for Cover,Arrest,Take Down - Head
1536,Male,White,26,No injuries noted or visible,No,White,Male,No injuries noted or visible,Yes,Alchohol and unknown drugs,"Assault/FV, Other Felony Arrest",Service Call,Active Aggression,Take Down - Body
1537,Male,White,4,No injuries noted or visible,No,Black,Female,"Taser Burn Marks, Treated by DFD",Yes,Alchohol,"Disorderly Conduct, Warrant/Hold, Assault",Arrest,Assault to Other Person,Taser
1538,Male,White,16,No injuries noted or visible,No,Black,Male,Laceration/Cut,Yes,FD-Suspect Unarmed,"Assault/FV, Resisting Arrest",Arrest,Active Aggression,Taser
1539,Male,Hispanic,4,No injuries noted or visible,No,White,Female,No injuries noted or visible,Yes,No reason,"Crim Trespass/Bldg/Prop, Resisting Arrest",Service Call,Arrest,BD - Grabbed
1540,Male,Hispanic,7,No injuries noted or visible,No,Black,Male,"Taser Burn Marks, Bruise, Abrasion/Scrape",Yes,FD-Unknown if Armed,Assault/FV,Service Call,Active Aggression,Taser
1541,Male,White,2,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,Yes,Alchohol,"DUI, Fail to ID, Warrant/Hold",Service Call,Detention/Frisk,Take Down - Arm
1542,Male,White,6,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,NULL,Evading Arrest,Arrest,Weapon Display,Weapon display at Person
1543,Male,White,21,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,Yes,Marijuana,"Drug Possession - Misdemeanor, Resisting Search and Transport",Traffic Stop,Arrest,Taser Display at Person
1544,Male,White,1,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Mentally unstable,APOWW,Arrest,Arrest,Held Suspect Down
1545,Male,White,24,No injuries noted or visible,No,Black,Male,Abrasion/Scrape,No,Unknown Drugs,No Arrest,Service Call,Danger to self or others,Joint Locks
1546,Male,Black,25,No injuries noted or visible,No,Hispanic,Male,Non-Visible Injury/Pain,Yes,Alchohol,Public Intoxication,Arrest,Arrest,Take Down - Arm
1547,Male,White,27,No injuries noted or visible,No,Black,Male,No injuries noted or visible,No,FD-Unknown if Armed,No Arrest,Pedestrian Stop,Weapon Display,Weapon display at Person
1548,Male,White,31,Sprain/Strain,No,White,Male,No injuries noted or visible,Yes,No reason,"Burglary of a Vehicle, Fail to ID, Warrant/Hold, Resisting Arrest",Arrest,Arrest,Take Down - Arm
1549,Male,White,4,"Redness/Swelling, Abrasion/Scrape",No,Hispanic,Male,Abrasion/Scrape,Yes,Unknown Drugs,"Evading Arrest, Resisting Arrest",Service Call,Active Aggression,BD - Pushed
1550,Female,White,3,No injuries noted or visible,No,Black,Male,No injuries noted or visible,No,Mentally unstable,No Arrest,Other ( In Narrative),Danger to self or others,Held Suspect Down
1551,Male,Asian,9,No injuries noted or visible,No,White,Male,Abrasion/Scrape,Yes,Alchohol,Public Intoxication,Arrest,Arrest,BD - Grabbed
1552,Male,White,1,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,Yes,Alchohol,"Resisting Arrest, DWI",Arrest,Other,BD - Grabbed
1553,Male,White,6,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,No reason,Warrant/Hold,Traffic Stop,Weapon Display,Weapon display at Person
1554,Male,Hispanic,7,No injuries noted or visible,No,Black,Male,OC Spray Treatment,Yes,Alchohol and unknown drugs,"DWI, Resisting Arrest",Arrest,Active Aggression,OC Spray
1555,Male,White,26,"Laceration/Cut, Laceration/Cut, Dizziness, Fluid Exposure",No,Black,Female,Abrasion/Scrape,Yes,Alchohol and unknown drugs,"Prostitution, Resisting Arrest, Assault/Public Servant, Warrant/Hold",Arrest,Arrest,Handcuffing Take Down
1556,Male,White,9,"Abrasion/Scrape, Sprain/Strain",No,White,Male,No injuries noted or visible,Yes,Unknown Drugs,"Other Misdemeanor Arrest, Warrant/Hold, Other Felony Arrest, Drug Possession - Misdemeanor, Resisting Search and Transport",Arrest,Arrest,Joint Locks
1557,Male,Hispanic,24,No injuries noted or visible,No,White,Male,No injuries noted or visible,No,Alchohol,No Arrest,Service Call,Weapon Display,Weapon display at Person
1558,Male,White,3,No injuries noted or visible,No,Black,Male,No injuries noted or visible,No,None detected,No Arrest,Service Call,Weapon Display,Weapon display at Person
1559,Male,White,9,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,No,Alchohol,No Arrest,Call for Cover,Other,Verbal Command
1560,Female,White,2,No injuries noted or visible,No,Black,Female,No injuries noted or visible,Yes,No reason,Assault,Call for Cover,Arrest,Verbal Command
1561,Male,White,4,"Abrasion/Scrape, Redness/Swelling",No,White,Male,Treated by DFD,Yes,FD-Suspect w/ Other Weapon,"Burglary of a Vehicle, Theft",Crime in Progress,Other,BD - Tripped
1562,Male,Black,3,No injuries noted or visible,No,White,Male,Abrasion/Scrape,Yes,Alchohol and unknown drugs,Assault/Public Servant,Off-Duty Employment,Arrest,Take Down - Arm
1563,Male,Hispanic,1,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,None detected,Assault/FV,Arrest,Arrest,Verbal Command
1564,Male,Hispanic,10,No injuries noted or visible,No,White,Male,No injuries noted or visible,Yes,Alchohol,Warrant/Hold,Arrest,Arrest,BD - Grabbed
1565,Male,Hispanic,20,No injuries noted or visible,No,NULL,Male,Laceration/Cut,Yes,Mentally unstable,"Resisting Arrest, Warrant/Hold",Arrest,Arrest,BD - Grabbed
1566,Male,White,9,Abrasion/Scrape,No,Hispanic,Male,"Abrasion/Scrape, Injured prior to contact, Hospitalized",No,Unknown Drugs,No Arrest,Service Call,Detention/Frisk,BD - Grabbed
1567,Male,Hispanic,1,No injuries noted or visible,No,White,Male,Injured prior to contact,Yes,Alchohol and unknown drugs,APOWW,Service Call,Danger to self or others,Weapon display at Person
1568,Male,White,21,No injuries noted or visible,No,Black,Male,Abrasion/Scrape,Yes,Marijuana,"Drug Possession - Misdemeanor, Evading Arrest",Other ( In Narrative),Other,Taser Display at Person
1569,Male,Asian,18,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,Yes,None detected,"Burglary/Habitation, Evading Arrest, Fail to ID, Warrant/Hold",Call for Cover,Arrest,Take Down - Body
1570,Male,White,2,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,No reason,"Assault, Fail to ID, Resisting Arrest",Arrest,Arrest,Verbal Command
1571,Male,Hispanic,9,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,Yes,Alchohol,Public Intoxication,Arrest,Arrest,Weapon display at Person
1572,Male,Hispanic,1,Abrasion/Scrape,No,Black,Male,Abrasion/Scrape,Yes,Alchohol,"Assault/FV, Warrant/Hold",Service Call,Assault to Other Person,Verbal Command
1573,Male,White,3,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,None detected,"Evading Arrest, Crim Trespass/Bldg/Prop, Resisting Arrest",Arrest,Other,Verbal Command
1574,Male,White,16,No injuries noted or visible,No,Black,Female,No injuries noted or visible,Yes,Mentally unstable,APOWW,Arrest,Arrest,Verbal Command
1575,Male,Other,3,"Laceration/Cut, Bruise, Redness/Swelling, Elevated Heart Rate, Fatigue, poison ivy",No,Black,Male,"Taser Burn Marks, Abrasion/Scrape, Treated by DFD",Yes,No reason,"Warrant/Hold, Evading Arrest, Resisting Arrest, Take Weapon from PO",Arrest,Active Aggression,Pressure Points
1576,Male,White,36,No injuries noted or visible,No,Black,Male,No injuries noted or visible,No,FD-Unknown if Armed,No Arrest,Crime in Progress,Other,Weapon display at Person
1577,Male,White,10,No injuries noted or visible,No,Black,Male,Injury Not Related to Force,Yes,No reason,"Crim Trespass/Bldg/Prop, Resisting Search and Transport",Crime in Progress,Arrest,Verbal Command
1578,Male,Black,2,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,FD-Suspect Unarmed,Assault/FV,Service Call,Arrest,Take Down - Arm
1579,Male,White,4,No injuries noted or visible,No,Hispanic,Male,Abrasion/Scrape,Yes,No reason,"Evading Arrest, Escape, Resisting Search and Transport",Arrest,Other,Take Down - Body
1580,Male,Other,5,No injuries noted or visible,No,Hispanic,Female,No injuries noted or visible,Yes,None detected,"Assault, Resisting Arrest",Arrest,Arrest,Take Down - Arm
1581,Female,Hispanic,4,No injuries noted or visible,No,Black,Female,No injuries noted or visible,Yes,Alchohol,Warrant/Hold,Arrest,Active Aggression,BD - Grabbed
1582,Male,White,9,OC Exposure,No,Black,Male,"OC Spray Treatment, Treated by DFD",Yes,Alchohol,"Public Intoxication, Disorderly Conduct",Arrest,Active Aggression,OC Spray
1583,Male,White,2,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,No reason,"Burglary of a Vehicle, Drug Possession - Felony, Drug Possession - Misdemeanor",Arrest,Weapon Display,Weapon display at Person
1584,Female,White,9,No injuries noted or visible,No,Hispanic,Female,No injuries noted or visible,Yes,Mentally unstable,Other Agency Arrest,Service Call,Arrest,Take Down - Arm
1585,Male,Black,1,No injuries noted or visible,No,Black,Male,No injuries noted or visible,No,None detected,No Arrest,Service Call,Weapon Display,Weapon display at Person
1586,Male,Hispanic,4,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Alchohol,"Warrant/Hold, Resisting Search and Transport",Arrest,Arrest,Hand/Arm/Elbow Strike
1587,Male,White,2,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Alchohol,Assault/FV,Arrest,Assault to Other Person,Take Down - Arm
1588,Female,White,31,No injuries noted or visible,No,Black,,No injuries noted or visible,Yes,Unknown Drugs,APOWW,Service Call,Arrest,Joint Locks
1589,Male,Black,6,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,No reason,Drug Possession - Misdemeanor,Arrest,Weapon Display,Take Down - Arm
1590,Male,White,16,Laceration/Cut,No,Black,Female,No injuries noted or visible,Yes,Mentally unstable,"Assault, Assault/Public Servant",Arrest,Active Aggression,Joint Locks
1591,Male,White,7,"Redness/Swelling, TEMPORARY TINGLING PAIN",No,Black,Female,No injuries noted or visible,Yes,None detected,"Assault/Public Servant, Warrant/Hold",Arrest,Arrest,Verbal Command
1592,Male,White,8,No injuries noted or visible,No,White,Male,No injuries noted or visible,Yes,Mentally unstable,"Assault/FV, Other Felony Arrest",Service Call,Detention/Frisk,Verbal Command
1593,Male,Hispanic,2,No injuries noted or visible,No,Hispanic,Male,Abrasion/Scrape,Yes,Alchohol,Evading Arrest,Service Call,Arrest,Verbal Command
1594,Male,Black,9,No injuries noted or visible,No,Black,Female,No injuries noted or visible,Yes,None detected,Assault/FV,Arrest,Arrest,Verbal Command
1595,Male,Hispanic,18,No injuries noted or visible,No,White,Male,"Puncture, Bite, Injured prior to contact, Laceration/Cut, Treated by DFD",Yes,Unknown Drugs,"Burglary/Building, Drug Possession - Felony",Crime in Progress,Arrest,K-9 Deployment
1596,Male,White,3,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,None detected,"Assault/FV, Evading Arrest, Other Misdemeanor Arrest, Drug Possession - Misdemeanor, Warrant/Hold",Arrest,Arrest,Held Suspect Down
